dataset,implementation,n,k,dim,seed,wcss,time_seconds
glove-100,sklearn,32000,10,100,1234,898325.8125,0.04245477999938885
glove-100,sklearn,32000,10,100,1234,898325.8125,0.03855020999981207
glove-100,sklearn,32000,10,100,1234,898325.875,0.032639909999488737
glove-100,kmeans_numpy,64000,10,100,1234,1806359.2848075628,0.7070558970008278
glove-100,kmeans_numpy,64000,10,100,1234,1806359.2848075628,0.7449253439990571
glove-100,kmeans_numpy,64000,10,100,1234,1806359.2848075628,0.7118223019988363
glove-100,kmeans_numpy,64000,10,100,1234,1806359.2848075628,0.7135069710002426
glove-100,kmeans_numpy,64000,10,100,1234,1806359.2848075628,0.7147705250008585
glove-100,kmeans_numpy_a,64000,10,100,1234,330340.7,24.48184004599898
glove-100,kmeans_numpy_a,64000,10,100,1234,330340.7,24.15197442200042
glove-100,kmeans_numpy_a,64000,10,100,1234,330340.7,24.223370265000995
glove-100,kmeans_numpy_a,64000,10,100,1234,330340.7,25.477517678000368
glove-100,kmeans_numpy_a,64000,10,100,1234,330340.7,24.894819910001388
glove-100,kmeans_numba,64000,10,100,1234,1806359.1522580562,0.07237656500001322
glove-100,kmeans_numba,64000,10,100,1234,1806359.1522580562,0.07877866799935873
glove-100,kmeans_numba,64000,10,100,1234,1806359.1522580562,0.08489746800114517
glove-100,kmeans_numba,64000,10,100,1234,1806359.1522580562,0.09518347800076299
glove-100,kmeans_numba,64000,10,100,1234,1806359.1522580562,0.10947870899872214
glove-100,supercharge,64000,10,100,1234,1804409.5,0.08422977599911974
glove-100,supercharge,64000,10,100,1234,1804409.75,0.09545779400104948
glove-100,supercharge,64000,10,100,1234,1804409.625,0.11933556799885991
glove-100,supercharge,64000,10,100,1234,1804409.5,0.09991520299990952
glove-100,supercharge,64000,10,100,1234,1804409.5,0.08816374600064592
glove-100,sklearn,64000,10,100,1234,1806450.375,0.0814589289984724
glove-100,sklearn,64000,10,100,1234,1806450.375,0.08062435499959975
glove-100,sklearn,64000,10,100,1234,1806450.375,0.08821763699961593
glove-100,sklearn,64000,10,100,1234,1806450.25,0.07333664199904888
glove-100,sklearn,64000,10,100,1234,1806450.25,0.0935469349988125
glove-100,kmeans_numpy,128000,10,100,1234,3611336.4141660333,1.5189265629996953
glove-100,kmeans_numpy,128000,10,100,1234,3611336.4141660333,1.3699679229994217
glove-100,kmeans_numpy,128000,10,100,1234,3611336.4141660333,1.3388608900004328
glove-100,kmeans_numpy,128000,10,100,1234,3611336.4141660333,1.391674171998602
glove-100,kmeans_numpy,128000,10,100,1234,3611336.4141660333,1.3378992439993453
glove-100,kmeans_numba,128000,10,100,1234,3611336.708857394,0.2763875660002668
glove-100,kmeans_numba,128000,10,100,1234,3611336.708857394,0.22388973300076032
glove-100,kmeans_numba,128000,10,100,1234,3611336.708857394,0.24079980500027887
glove-100,kmeans_numba,128000,10,100,1234,3611336.708857394,0.2344353560001764
glove-100,kmeans_numba,128000,10,100,1234,3611336.708857394,0.24124555600064923
glove-100,supercharge,128000,10,100,1234,3616855.5,0.15994419199887489
glove-100,supercharge,128000,10,100,1234,3616855.5,0.16710771399993973
glove-100,supercharge,128000,10,100,1234,3616855.25,0.1658816270009993
glove-100,supercharge,128000,10,100,1234,3616855.0,0.16811279600005946
glove-100,supercharge,128000,10,100,1234,3616855.5,0.16955867700016825
glove-100,sklearn,128000,10,100,1234,3621686.75,0.13576605900016148
glove-100,sklearn,128000,10,100,1234,3621686.5,0.14290755800175248
glove-100,sklearn,128000,10,100,1234,3621685.25,0.1432971450012701
glove-100,sklearn,128000,10,100,1234,3621684.25,0.14668575799987593
glove-100,sklearn,128000,10,100,1234,3621686.75,0.14429604800170637
glove-100,kmeans_numpy,256000,10,100,1234,7195713.439714789,2.537722234999819
glove-100,kmeans_numpy,256000,10,100,1234,7195713.439714789,2.526747960000648
glove-100,kmeans_numpy,256000,10,100,1234,7195713.439714789,2.5461695180001698
glove-100,kmeans_numpy,256000,10,100,1234,7195713.439714789,2.511919365999347
glove-100,kmeans_numpy,256000,10,100,1234,7195713.439714789,2.562101994999466
glove-100,kmeans_numba,256000,10,100,1234,7195690.060072072,0.4734040069997718
glove-100,kmeans_numba,256000,10,100,1234,7195690.060072072,0.4459427740002866
glove-100,kmeans_numba,256000,10,100,1234,7195690.060072072,0.4628282970006694
glove-100,kmeans_numba,256000,10,100,1234,7195690.060072072,0.45830291799939005
glove-100,kmeans_numba,256000,10,100,1234,7195690.060072072,0.44888145299955795
glove-100,supercharge,256000,10,100,1234,7192079.0,0.3163750029998482
glove-100,supercharge,256000,10,100,1234,7192079.5,0.32926553300058004
glove-100,supercharge,256000,10,100,1234,7192079.0,0.3256392589992174
glove-100,supercharge,256000,10,100,1234,7192079.5,0.32977741899958346
glove-100,supercharge,256000,10,100,1234,7192079.0,0.3803092119997018
glove-100,sklearn,256000,10,100,1234,7176411.5,0.28581872199902136
glove-100,sklearn,256000,10,100,1234,7176411.0,0.2649902929988457
glove-100,sklearn,256000,10,100,1234,7176411.5,0.2562707809993299
glove-100,sklearn,256000,10,100,1234,7176411.5,0.2571069199984777
glove-100,sklearn,256000,10,100,1234,7176412.0,0.25405761299953156
glove-100,kmeans_numpy,512000,10,100,1234,14359100.83164668,4.41562809899915
glove-100,kmeans_numpy,512000,10,100,1234,14359100.83164668,4.107899671000268
glove-100,kmeans_numpy,512000,10,100,1234,14359100.83164668,4.133330951999596
glove-100,kmeans_numpy,512000,10,100,1234,14359100.83164668,4.231195637999917
glove-100,kmeans_numpy,512000,10,100,1234,14359100.83164668,4.396010951999415
glove-100,kmeans_numba,512000,10,100,1234,14359038.59641522,0.8180730610001774
glove-100,kmeans_numba,512000,10,100,1234,14359038.59641522,0.9223206030001165
glove-100,kmeans_numba,512000,10,100,1234,14359038.59641522,0.8807200570008717
glove-100,kmeans_numba,512000,10,100,1234,14359038.59641522,0.8778464630013332
glove-100,kmeans_numba,512000,10,100,1234,14359038.59641522,0.9099303319999308
glove-100,supercharge,512000,10,100,1234,14406306.0,0.6376688619984634
glove-100,supercharge,512000,10,100,1234,14406307.0,0.6262960229996679
glove-100,supercharge,512000,10,100,1234,14406306.0,0.6654552549989603
glove-100,supercharge,512000,10,100,1234,14406308.0,0.6470617890008725
glove-100,supercharge,512000,10,100,1234,14406308.0,0.6719834859995899
glove-100,sklearn,512000,10,100,1234,14372327.0,0.4714616070014017
glove-100,sklearn,512000,10,100,1234,14372326.0,0.4917142740014242
glove-100,sklearn,512000,10,100,1234,14372333.0,0.48132221400010167
glove-100,sklearn,512000,10,100,1234,14372332.0,0.5093288919997576
glove-100,sklearn,512000,10,100,1234,14372332.0,0.5181235159998323
glove-100,kmeans_numpy,1024000,10,100,1234,28892207.496889114,8.429614855998807
glove-100,kmeans_numpy,1024000,10,100,1234,28892207.496889114,8.337244999998802
glove-100,kmeans_numpy,1024000,10,100,1234,28892207.496889114,8.190474263999931
glove-100,kmeans_numpy,1024000,10,100,1234,28892207.496889114,7.903110046998336
glove-100,kmeans_numpy,1024000,10,100,1234,28892207.496889114,8.339753236001343
glove-100,kmeans_numba,1024000,10,100,1234,28892255.69808505,1.875048882999181
glove-100,kmeans_numba,1024000,10,100,1234,28892255.69808505,1.8603494840008352
glove-100,kmeans_numba,1024000,10,100,1234,28892255.69808505,1.7464824960006808
glove-100,kmeans_numba,1024000,10,100,1234,28892255.69808505,1.741723863999141
glove-100,kmeans_numba,1024000,10,100,1234,28892255.69808505,1.7888813800000207
glove-100,supercharge,1024000,10,100,1234,28728570.0,1.3029710869996052
glove-100,supercharge,1024000,10,100,1234,28728570.0,1.2730975600006786
glove-100,supercharge,1024000,10,100,1234,28728574.0,1.2630956690009043
glove-100,supercharge,1024000,10,100,1234,28728570.0,1.2768337369998335
glove-100,supercharge,1024000,10,100,1234,28728570.0,1.246645676999833
glove-100,sklearn,1024000,10,100,1234,28783004.0,1.0323445129997708
glove-100,sklearn,1024000,10,100,1234,28783010.0,0.9456616390016279
glove-100,sklearn,1024000,10,100,1234,28783020.0,0.9855535799997597
glove-100,sklearn,1024000,10,100,1234,28783006.0,0.9498463880008785
glove-100,sklearn,1024000,10,100,1234,28783000.0,0.9413738740004192
glove-100,kmeans_numpy,1183514,10,100,1234,33298350.461854935,9.165574917999038
glove-100,kmeans_numpy,1183514,10,100,1234,33298350.461854935,9.02890530500008
glove-100,kmeans_numpy,1183514,10,100,1234,33298350.461854935,8.87696611499996
glove-100,kmeans_numpy,1183514,10,100,1234,33298350.461854935,8.878820494999673
glove-100,kmeans_numpy,1183514,10,100,1234,33298350.461854935,8.647885209000378
glove-100,kmeans_numba,1183514,10,100,1234,33298353.285816103,1.7710055060015293
glove-100,kmeans_numba,1183514,10,100,1234,33298353.285816103,1.9008622159999504
glove-100,kmeans_numba,1183514,10,100,1234,33298353.285816103,1.9009501020009338
glove-100,kmeans_numba,1183514,10,100,1234,33298353.285816103,1.9129875039998296
glove-100,kmeans_numba,1183514,10,100,1234,33298353.285816103,1.9482513250004558
glove-100,supercharge,1183514,10,100,1234,33270664.0,1.3529130229999282
glove-100,supercharge,1183514,10,100,1234,33270666.0,1.386383401000785
glove-100,supercharge,1183514,10,100,1234,33270664.0,1.3808257680011593
glove-100,supercharge,1183514,10,100,1234,33270666.0,1.3615592199985258
glove-100,supercharge,1183514,10,100,1234,33270666.0,1.3743005800006358
glove-100,sklearn,1183514,10,100,1234,33287512.0,1.0425941530011187
glove-100,sklearn,1183514,10,100,1234,33287600.0,1.025031413000761
glove-100,sklearn,1183514,10,100,1234,33287588.0,1.0232923410003423
glove-100,sklearn,1183514,10,100,1234,33287600.0,1.0341246979987773
glove-100,sklearn,1183514,10,100,1234,33287494.0,1.0239053280001826
